time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20100626:1800,21.36,73.35,0.0,-0.0,0.0,343.4,2.0,97.0,99607.0
20100626:1900,20.49,71.85,0.0,-0.0,0.0,333.6,2.34,86.0,99696.0
20100626:2000,19.42,77.75,0.0,-0.0,0.0,336.4,2.34,80.0,99735.0
20100626:2100,18.52,81.45,0.0,-0.0,0.0,333.6,2.21,74.0,99755.0
20100626:2200,18.2,81.1,0.0,-0.0,0.0,333.8,1.93,67.0,99814.0
20100626:2300,18.08,80.6,0.0,-0.0,0.0,334.4,1.66,58.0,99804.0
20100627:0000,17.74,81.3,0.0,-0.0,0.0,325.4,1.59,46.0,99794.0
20100627:0100,17.25,82.95,0.0,-0.0,0.0,327.85,1.52,33.0,99804.0
20100627:0200,16.71,84.8,0.0,-0.0,0.0,326.8,1.52,18.0,99824.0
20100627:0300,16.03,86.8,0.0,0.0,0.0,327.6,1.52,5.0,99834.0
20100627:0400,16.51,87.4,128.0,211.2,83.0,336.0,1.45,359.0,99854.0
20100627:0500,19.37,77.9,48.0,0.0,48.0,336.6,1.17,4.0,99854.0
20100627:0600,21.03,64.95,304.0,86.79,255.0,331.4,0.9,27.0,99873.0
20100627:0700,21.6,62.3,397.0,88.1,334.0,336.8,0.62,33.0,99883.0
20100627:0800,22.57,57.45,731.0,527.21,291.0,336.6,0.55,118.0,99873.0
20100627:0900,23.23,55.55,691.0,294.01,422.0,349.0,1.1,150.0,99873.0
20100627:1000,23.44,55.45,922.0,730.0,228.0,356.0,1.45,153.0,99864.0
20100627:1100,23.29,58.55,935.0,800.53,183.0,354.4,1.72,156.0,99873.0
20100627:1200,23.63,60.0,858.0,751.88,195.0,357.0,1.86,163.0,99854.0
20100627:1300,23.18,63.4,537.0,213.6,370.0,373.4,1.72,166.0,99854.0
20100627:1400,22.57,66.6,446.0,233.61,295.0,371.4,1.38,192.0,99873.0
20100627:1500,22.17,70.1,434.0,664.51,112.0,354.6,0.62,202.0,99814.0
20100627:1600,22.18,69.35,137.0,52.03,121.0,358.4,0.28,130.0,99804.0
20100627:1700,21.9,70.4,70.0,196.56,45.0,360.6,0.55,103.0,99834.0
20100627:1800,21.3,74.9,0.0,-0.0,0.0,360.0,0.41,114.0,99893.0
20100627:1900,20.33,74.6,0.0,-0.0,0.0,354.2,0.55,277.0,99943.0
20100627:2000,19.9,76.65,0.0,-0.0,0.0,359.8,0.83,320.0,100002.0
20100627:2100,18.74,81.55,0.0,-0.0,0.0,347.8,1.24,359.0,100041.0
20100627:2200,18.32,82.25,0.0,-0.0,0.0,355.8,1.38,4.0,100061.0
20100627:2300,17.89,81.8,0.0,-0.0,0.0,348.6,1.45,354.0,100022.0
20100628:0000,17.31,83.5,0.0,-0.0,0.0,343.6,1.72,348.0,100041.0
20100628:0100,17.02,85.8,0.0,-0.0,0.0,352.85,1.79,348.0,100032.0
20100628:0200,16.79,86.55,0.0,-0.0,0.0,345.4,1.79,345.0,100022.0
20100628:0300,16.32,87.5,0.0,0.0,0.0,329.4,1.86,350.0,99972.0
20100628:0400,17.05,87.2,20.0,0.0,20.0,336.4,1.66,358.0,100002.0
20100628:0500,19.47,80.65,72.0,0.0,72.0,339.8,1.38,5.0,100022.0
20100628:0600,21.32,67.65,266.0,44.35,241.0,352.2,1.03,24.0,100061.0
20100628:0700,22.43,58.75,489.0,218.39,333.0,343.6,0.69,80.0,100091.0
20100628:0800,23.13,56.55,839.0,853.74,127.0,347.0,0.97,142.0,100071.0
20100628:0900,23.67,56.45,926.0,854.01,145.0,354.6,1.59,166.0,100081.0
20100628:1000,23.82,57.45,974.0,881.72,136.0,358.4,2.0,183.0,100081.0
20100628:1100,23.79,58.85,914.0,741.0,218.0,363.8,2.55,195.0,100022.0
20100628:1200,23.77,59.25,867.0,781.35,178.0,368.8,1.17,187.0,99992.0
20100628:1300,23.5,61.7,723.0,649.64,215.0,372.4,0.83,196.0,99962.0
20100628:1400,23.65,61.55,510.0,388.22,259.0,369.2,1.03,196.0,99953.0
20100628:1500,23.59,62.2,323.0,226.91,213.0,369.6,1.45,216.0,99913.0
20100628:1600,23.07,65.35,38.0,0.0,38.0,357.0,1.59,217.0,99923.0
20100628:1700,22.57,68.65,53.0,62.85,45.0,353.8,1.66,223.0,99943.0
20100628:1800,21.62,76.65,0.0,-0.0,0.0,355.0,1.38,242.0,99972.0
20100628:1900,21.27,76.1,0.0,-0.0,0.0,348.8,1.1,249.0,99982.0
20100628:2000,21.28,75.7,0.0,-0.0,0.0,345.2,0.9,285.0,99982.0
20100628:2100,21.15,75.95,0.0,-0.0,0.0,346.8,0.83,319.0,99982.0
20100628:2200,20.81,77.75,0.0,-0.0,0.0,345.4,0.76,343.0,100012.0
20100628:2300,20.36,80.0,0.0,-0.0,0.0,351.6,0.83,353.0,99982.0
20100629:0000,19.88,82.0,0.0,-0.0,0.0,340.8,0.9,350.0,99962.0
20100629:0100,19.07,84.65,0.0,-0.0,0.0,338.65,0.97,347.0,99903.0
20100629:0200,18.34,87.0,0.0,-0.0,0.0,338.6,1.03,340.0,99873.0
20100629:0300,17.92,87.8,0.0,0.0,0.0,341.8,1.03,334.0,99923.0
20100629:0400,18.01,87.5,102.0,90.11,83.0,342.2,1.03,335.0,99913.0
20100629:0500,19.75,83.45,93.0,0.0,93.0,343.8,0.83,334.0,99913.0
20100629:0600,21.81,72.75,185.0,3.55,183.0,345.0,0.55,336.0,99933.0
20100629:0700,22.87,65.7,272.0,9.81,265.0,355.4,0.55,301.0,99903.0
20100629:0800,24.0,60.95,319.0,8.4,312.0,349.8,0.48,249.0,99864.0
20100629:0900,24.86,58.2,551.0,114.88,446.0,355.4,0.76,186.0,99864.0
20100629:1000,25.49,57.3,677.0,230.5,458.0,366.4,1.66,175.0,99834.0
20100629:1100,25.77,57.5,407.0,18.1,390.0,371.4,2.21,175.0,99814.0
20100629:1200,25.63,59.7,409.0,30.62,382.0,379.0,2.34,170.0,99735.0
20100629:1300,24.69,65.9,521.0,189.25,373.0,380.2,2.14,149.0,99725.0
20100629:1400,23.55,72.75,185.0,0.0,185.0,373.0,1.66,123.0,99696.0
20100629:1500,23.0,77.45,190.0,16.5,182.0,377.6,0.9,97.0,99725.0
20100629:1600,22.79,78.1,45.0,0.0,45.0,383.4,0.55,81.0,99755.0
20100629:1700,22.61,77.25,50.0,54.98,43.0,366.4,0.76,55.0,99765.0
20100629:1800,21.9,82.05,0.0,-0.0,0.0,371.4,1.03,40.0,99804.0
20100629:1900,20.67,88.35,0.0,-0.0,0.0,372.8,1.66,37.0,99854.0
20100629:2000,20.08,89.85,0.0,-0.0,0.0,367.0,1.86,31.0,99854.0
20100629:2100,19.69,90.0,0.0,-0.0,0.0,368.6,1.86,28.0,99864.0
20100629:2200,19.16,90.6,0.0,-0.0,0.0,356.6,1.59,19.0,99873.0
20100629:2300,18.66,91.7,0.0,-0.0,0.0,347.2,1.38,18.0,99814.0
20100630:0000,18.27,93.0,0.0,-0.0,0.0,349.2,1.24,14.0,99804.0
20100630:0100,18.06,92.55,0.0,-0.0,0.0,345.05,1.03,10.0,99854.0
20100630:0200,18.36,90.95,0.0,-0.0,0.0,343.8,0.9,9.0,99854.0
20100630:0300,18.17,91.05,0.0,0.0,0.0,348.2,0.83,6.0,99864.0
20100630:0400,18.24,91.4,106.0,109.71,83.0,339.4,0.83,354.0,99883.0
20100630:0500,20.03,88.9,314.0,489.53,123.0,339.8,0.62,351.0,99903.0
20100630:0600,21.66,79.2,521.0,717.41,118.0,347.8,0.14,302.0,99893.0
20100630:0700,22.71,77.05,684.0,756.32,145.0,363.4,0.41,268.0,99913.0
20100630:0800,23.87,70.45,824.0,808.27,151.0,363.6,0.83,213.0,99923.0
20100630:0900,24.55,66.2,929.0,869.17,135.0,363.8,1.59,191.0,99903.0
20100630:1000,25.0,64.05,921.0,729.65,228.0,376.2,2.0,180.0,99933.0
20100630:1100,24.92,64.8,747.0,356.79,412.0,379.6,2.0,171.0,99923.0
20100630:1200,23.46,72.3,405.0,28.35,380.0,379.4,1.31,149.0,99913.0
20100630:1300,23.17,75.15,217.0,0.0,217.0,370.4,0.14,144.0,99923.0
20100630:1400,23.36,75.7,345.0,77.31,295.0,379.4,0.41,236.0,99923.0
20100630:1500,23.63,73.8,370.0,377.35,187.0,370.2,0.97,231.0,99873.0
20100630:1600,22.47,81.15,204.0,263.18,123.0,373.89,0.83,243.0,99854.0
20100630:1700,22.41,80.3,76.0,259.33,43.0,371.17,0.84,240.0,99873.0
20100630:1800,22.35,79.45,0.0,-0.0,0.0,368.45,0.85,246.0,99893.0
20100630:1900,22.3,78.6,0.0,-0.0,0.0,365.73,0.86,259.0,99923.0
20100630:2000,22.24,77.75,0.0,-0.0,0.0,363.01,0.86,324.0,99923.0
20100630:2100,22.18,76.91,0.0,-0.0,0.0,360.29,0.87,338.0,99933.0
20100630:2200,22.13,76.06,0.0,-0.0,0.0,357.57,0.88,345.0,99962.0
20100630:2300,22.07,75.21,0.0,-0.0,0.0,354.85,0.89,349.0,99962.0
20190701:0000,22.01,74.36,0.0,-0.0,0.0,352.13,0.9,49.0,100773.0
20190701:0100,21.96,73.51,0.0,-0.0,0.0,349.41,0.9,30.0,100773.0
20190701:0200,21.9,72.66,0.0,-0.0,0.0,346.69,0.91,7.0,100773.0
20190701:0300,21.84,71.81,0.0,0.0,0.0,343.97,0.92,348.0,100753.0
20190701:0400,21.79,70.96,142.0,331.14,73.0,341.25,0.93,340.0,100753.0
20190701:0500,21.73,70.11,333.0,588.69,104.0,338.53,0.94,334.0,100763.0
20190701:0600,21.67,69.26,514.0,668.81,139.0,335.81,0.95,310.0,100773.0
20190701:0700,21.62,68.41,684.0,740.41,157.0,333.09,0.95,260.0,100773.0
20190701:0800,26.46,51.2,828.0,801.75,161.0,351.0,0.76,209.0,100763.0
20190701:0900,27.39,48.75,924.0,830.26,166.0,356.0,1.1,187.0,100733.0
20190701:1000,28.19,47.3,972.0,858.45,157.0,360.8,1.38,186.0,100674.0
20190701:1100,28.9,46.4,964.0,870.37,147.0,365.0,1.66,190.0,100614.0
20190701:1200,29.46,46.0,896.0,850.73,146.0,368.6,1.86,191.0,100545.0
20190701:1300,29.77,46.35,778.0,813.28,142.0,371.6,2.0,188.0,100437.0
20190701:1400,29.79,46.75,623.0,766.93,127.0,372.8,1.93,188.0,100407.0
20190701:1500,29.51,48.7,435.0,647.48,121.0,373.4,1.52,188.0,100348.0
20190701:1600,29.0,51.65,238.0,441.96,102.0,372.0,1.03,196.0,100338.0
20190701:1700,27.86,68.3,68.0,165.23,47.0,369.2,0.76,226.0,100318.0
20190701:1800,27.52,59.1,0.0,-0.0,0.0,364.6,0.48,287.0,100318.0
20190701:1900,26.2,65.1,0.0,-0.0,0.0,361.4,0.55,319.0,100358.0
20190701:2000,25.52,67.1,0.0,-0.0,0.0,358.4,1.1,344.0,100377.0
20190701:2100,24.44,70.35,0.0,-0.0,0.0,356.0,1.24,0.0,100397.0
20190701:2200,24.81,66.5,0.0,-0.0,0.0,354.2,1.03,37.0,100358.0
20190701:2300,23.67,71.3,0.0,-0.0,0.0,352.0,1.03,84.0,100348.0
20190702:0000,23.4,72.05,0.0,-0.0,0.0,350.0,0.76,102.0,100328.0
20190702:0100,22.83,73.0,0.0,-0.0,0.0,347.25,0.28,94.0,100308.0
20190702:0200,22.31,74.65,0.0,-0.0,0.0,344.2,0.28,343.0,100298.0
20190702:0300,21.84,76.3,0.0,0.0,0.0,341.4,0.76,328.0,100279.0
20190702:0400,20.83,81.2,133.0,260.82,79.0,339.2,1.03,324.0,100279.0
20190702:0500,22.64,77.95,330.0,569.93,109.0,339.4,0.9,323.0,100298.0
20190702:0600,24.92,65.5,511.0,657.61,143.0,342.6,0.69,307.0,100288.0
20190702:0700,25.59,65.8,685.0,742.79,157.0,349.2,0.41,194.0,100259.0
20190702:0800,26.86,61.2,820.0,774.82,176.0,353.4,0.69,202.0,100229.0
20190702:0900,28.09,56.8,920.0,817.64,174.0,358.8,1.1,197.0,100190.0
20190702:1000,29.15,53.25,964.0,829.32,177.0,363.2,1.45,188.0,100130.0
20190702:1100,29.95,50.9,956.0,841.85,166.0,366.6,1.59,187.0,100071.0
20190702:1200,30.6,49.2,893.0,838.4,154.0,370.2,1.72,185.0,100002.0
20190702:1300,30.94,48.8,776.0,801.86,149.0,373.2,1.86,185.0,99962.0
20190702:1400,30.92,49.95,619.0,742.26,139.0,375.4,1.79,185.0,99893.0
20190702:1500,30.62,52.05,434.0,639.33,124.0,376.6,1.45,191.0,99883.0
20190702:1600,30.07,55.2,239.0,445.41,102.0,374.2,1.03,202.0,99864.0
20190702:1700,28.93,70.8,69.0,181.31,46.0,370.8,0.62,242.0,99854.0
20190702:1800,28.45,62.7,0.0,-0.0,0.0,364.0,0.62,299.0,99873.0
20190702:1900,26.93,72.85,0.0,-0.0,0.0,363.4,0.83,317.0,99913.0
20190702:2000,26.32,74.15,0.0,-0.0,0.0,359.6,1.1,334.0,99982.0
20190702:2100,25.69,74.9,0.0,-0.0,0.0,356.8,1.17,348.0,99982.0
20190702:2200,25.88,71.3,0.0,-0.0,0.0,354.4,1.03,15.0,100002.0
20190702:2300,25.57,69.65,0.0,-0.0,0.0,351.8,0.76,70.0,100012.0
20190703:0000,24.41,73.25,0.0,-0.0,0.0,349.4,0.76,104.0,100012.0
20190703:0100,23.96,74.85,0.0,-0.0,0.0,346.85,0.34,98.0,100012.0
20190703:0200,23.21,77.7,0.0,-0.0,0.0,343.2,0.28,341.0,100022.0
20190703:0300,22.66,79.95,0.0,0.0,0.0,340.8,0.83,320.0,100012.0
20190703:0400,21.19,85.85,143.0,350.11,71.0,338.2,1.1,312.0,100032.0
20190703:0500,23.56,81.1,332.0,579.58,108.0,339.4,1.24,306.0,100041.0
20190703:0600,26.57,66.5,515.0,666.11,143.0,343.2,1.17,295.0,100071.0
20190703:0700,28.54,57.2,686.0,738.17,162.0,348.8,0.55,274.0,100051.0
20190703:0800,29.98,50.6,830.0,798.44,167.0,355.4,0.9,197.0,100041.0
20190703:0900,30.85,47.1,927.0,825.87,174.0,362.0,1.59,179.0,100022.0
20190703:1000,31.4,45.8,971.0,838.16,176.0,366.2,1.86,179.0,100041.0
20190703:1100,31.79,45.3,963.0,850.66,165.0,369.0,1.93,180.0,99992.0
20190703:1200,32.1,44.8,895.0,831.8,162.0,371.8,1.93,182.0,99962.0
20190703:1300,32.19,44.5,782.0,810.96,148.0,372.0,1.79,184.0,99923.0
20190703:1400,32.13,44.2,624.0,751.68,138.0,372.6,1.45,189.0,99893.0
20190703:1500,31.94,43.65,441.0,662.22,120.0,374.0,0.9,208.0,99854.0
20190703:1600,31.55,47.3,238.0,439.22,103.0,369.0,0.9,240.0,99903.0
20190703:1700,30.27,58.85,78.0,268.72,44.0,371.2,1.24,272.0,99933.0
20190703:1800,29.71,51.1,0.0,-0.0,0.0,368.2,1.38,299.0,99972.0
20190703:1900,27.97,65.2,0.0,-0.0,0.0,387.2,1.17,341.0,99992.0
20190703:2000,26.69,68.1,0.0,-0.0,0.0,386.8,1.52,348.0,100041.0
20190703:2100,25.54,70.45,0.0,-0.0,0.0,384.6,1.86,349.0,100032.0
20190703:2200,24.28,73.05,0.0,-0.0,0.0,363.6,2.14,353.0,100101.0
20190703:2300,23.61,73.2,0.0,-0.0,0.0,361.0,2.0,6.0,100140.0
20190704:0000,23.34,73.3,0.0,-0.0,0.0,359.2,1.59,28.0,100130.0
20190704:0100,24.73,66.7,0.0,-0.0,0.0,358.25,1.03,47.0,100150.0
20190704:0200,24.9,65.75,0.0,-0.0,0.0,356.6,0.62,34.0,100219.0
20190704:0300,24.19,68.8,0.0,0.0,0.0,355.2,0.97,346.0,100249.0
20190704:0400,22.09,81.05,107.0,122.43,82.0,355.4,1.38,333.0,100279.0
20190704:0500,24.96,74.65,298.0,418.02,137.0,358.4,1.17,331.0,100338.0
20190704:0600,27.66,61.55,498.0,622.67,151.0,363.8,0.76,329.0,100367.0
20190704:0700,27.56,61.2,670.0,705.37,170.0,363.6,0.83,148.0,100387.0
20190704:0800,28.52,58.55,812.0,766.69,176.0,369.8,1.1,160.0,100417.0
20190704:0900,29.37,56.0,912.0,808.9,175.0,375.8,1.31,172.0,100387.0
20190704:1000,30.14,53.55,950.0,804.84,187.0,381.2,1.38,185.0,100358.0
20190704:1100,30.66,51.6,943.0,817.93,176.0,385.6,1.52,198.0,100348.0
20190704:1200,31.15,50.0,876.0,799.12,172.0,392.45,1.59,201.0,100298.0
20190704:1300,31.16,50.95,765.0,777.9,157.0,396.05,1.24,162.0,100249.0
20190704:1400,30.39,52.5,603.0,691.56,156.0,394.85,1.38,75.0,100170.0
20190704:1500,30.18,52.35,420.0,584.09,137.0,399.05,1.52,25.0,100150.0
20190704:1600,29.92,53.65,235.0,436.4,101.0,397.85,1.45,14.0,100150.0
20190704:1700,29.17,65.45,78.0,285.48,42.0,403.05,1.1,359.0,100229.0
20190704:1800,27.99,66.9,0.0,-0.0,0.0,396.65,1.24,0.0,100288.0
20190704:1900,26.49,67.1,0.0,-0.0,0.0,394.05,1.72,12.0,100269.0
20190704:2000,25.6,68.9,0.0,-0.0,0.0,382.4,1.79,13.0,100328.0
20190704:2100,24.75,71.05,0.0,-0.0,0.0,371.2,1.66,22.0,100338.0
20190704:2200,24.92,70.55,0.0,-0.0,0.0,373.8,1.1,59.0,100397.0
20190704:2300,24.7,71.9,0.0,-0.0,0.0,370.0,1.1,112.0,100328.0
20190705:0000,23.78,76.5,0.0,-0.0,0.0,371.0,1.17,120.0,100308.0
20190705:0100,23.12,79.1,0.0,-0.0,0.0,367.85,0.97,111.0,100318.0
20190705:0200,22.73,80.45,0.0,-0.0,0.0,366.2,0.76,98.0,100348.0
20190705:0300,22.89,79.05,0.0,0.0,0.0,364.6,0.62,78.0,100358.0
20190705:0400,22.72,81.0,128.0,261.49,75.0,363.8,0.55,64.0,100387.0
20190705:0500,23.71,79.2,316.0,534.18,111.0,365.2,0.76,76.0,100397.0
20190705:0600,25.01,72.75,494.0,624.04,147.0,369.2,0.97,102.0,100397.0
20190705:0700,25.78,69.85,662.0,695.11,170.0,370.4,1.24,119.0,100377.0
20190705:0800,26.43,67.7,798.0,740.95,184.0,384.0,1.31,142.0,100377.0
20190705:0900,26.83,67.4,902.0,798.53,175.0,390.2,1.45,162.0,100318.0
20190705:1000,27.34,66.75,941.0,794.74,188.0,390.0,1.72,179.0,100249.0
20190705:1100,27.71,66.05,934.0,807.61,177.0,393.45,1.93,189.0,100209.0
20190705:1200,27.93,65.25,868.0,788.04,174.0,387.8,1.59,178.0,100140.0
20190705:1300,27.82,65.4,757.0,766.64,158.0,395.25,1.45,168.0,100091.0
20190705:1400,26.74,70.15,600.0,694.92,151.0,396.25,0.62,161.0,100091.0
20190705:1500,26.09,72.75,398.0,491.51,160.0,391.4,0.9,312.0,100022.0
20190705:1600,25.31,79.2,25.0,0.0,25.0,392.85,1.66,296.0,99962.0
20190705:1700,25.16,77.15,7.0,0.0,7.0,382.4,1.45,330.0,99982.0
20190705:1800,24.74,80.8,0.0,-0.0,0.0,383.6,1.24,2.0,99972.0
20190705:1900,25.67,73.5,0.0,-0.0,0.0,373.8,0.34,77.0,100012.0
20190705:2000,25.21,75.55,0.0,-0.0,0.0,372.8,0.28,63.0,100041.0
20190705:2100,24.73,77.45,0.0,-0.0,0.0,368.8,0.21,315.0,100091.0
20190705:2200,24.02,80.7,0.0,-0.0,0.0,367.8,0.62,293.0,100071.0
20190705:2300,23.36,83.5,0.0,-0.0,0.0,368.0,0.69,303.0,100071.0
20190706:0000,23.08,84.5,0.0,-0.0,0.0,365.8,0.69,326.0,100041.0
20190706:0100,22.83,85.5,0.0,-0.0,0.0,363.85,0.69,346.0,100022.0
20190706:0200,21.57,89.9,0.0,-0.0,0.0,366.8,0.97,352.0,100032.0
20190706:0300,20.45,92.8,0.0,0.0,0.0,360.4,1.1,356.0,100022.0
20190706:0400,20.32,93.85,129.0,268.51,75.0,360.0,1.24,359.0,100041.0
20190706:0500,23.11,83.25,325.0,575.42,105.0,360.6,0.97,7.0,100061.0
20190706:0600,25.04,74.1,510.0,677.75,134.0,361.8,0.41,40.0,100071.0
20190706:0700,26.15,71.15,690.0,781.09,138.0,366.8,0.48,96.0,100081.0
20190706:0800,26.98,66.2,823.0,802.16,159.0,369.2,0.69,145.0,100071.0
20190706:0900,27.76,62.1,925.0,845.34,156.0,373.8,1.17,166.0,100061.0
20190706:1000,28.44,58.6,965.0,842.74,167.0,377.2,1.52,183.0,100051.0
20190706:1100,28.88,56.4,958.0,854.95,157.0,382.4,1.86,192.0,100002.0
20190706:1200,29.22,55.4,895.0,851.97,145.0,387.0,2.0,195.0,99943.0
20190706:1300,29.27,55.65,777.0,814.31,141.0,383.4,2.41,196.0,99893.0
20190706:1400,29.04,57.65,620.0,752.56,134.0,395.25,2.9,196.0,99893.0
20190706:1500,28.4,61.95,432.0,636.56,124.0,388.6,2.55,197.0,99873.0
20190706:1600,27.61,69.0,253.0,555.17,83.0,397.45,1.86,198.0,99864.0
20190706:1700,26.91,74.75,63.0,136.01,46.0,378.8,0.9,204.0,99873.0
20190706:1800,26.04,82.55,0.0,-0.0,0.0,381.8,0.21,216.0,99893.0
20190706:1900,25.55,84.9,0.0,-0.0,0.0,380.6,0.14,85.0,99913.0
20190706:2000,24.98,88.3,0.0,-0.0,0.0,377.8,0.48,22.0,99962.0
20190706:2100,24.38,90.1,0.0,-0.0,0.0,369.4,0.97,2.0,100002.0
20190706:2200,23.32,91.8,0.0,-0.0,0.0,367.0,1.31,359.0,99972.0
20190706:2300,22.59,91.95,0.0,-0.0,0.0,363.2,1.52,359.0,99982.0
20190707:0000,22.24,90.85,0.0,-0.0,0.0,361.6,1.52,4.0,99982.0
20190707:0100,21.98,88.95,0.0,-0.0,0.0,359.05,1.45,18.0,99982.0
20190707:0200,21.93,85.5,0.0,-0.0,0.0,358.4,1.38,37.0,100002.0
20190707:0300,21.99,81.55,0.0,0.0,0.0,355.0,1.31,51.0,100012.0
20190707:0400,22.69,77.9,126.0,260.67,74.0,353.4,1.03,64.0,100002.0
20190707:0500,24.27,75.0,320.0,556.66,108.0,357.8,0.9,95.0,100002.0
20190707:0600,25.87,61.6,503.0,659.48,138.0,358.0,0.97,128.0,99982.0
20190707:0700,26.72,57.35,671.0,719.98,163.0,362.8,0.83,135.0,99962.0
20190707:0800,27.51,55.6,814.0,781.31,168.0,366.4,1.03,161.0,99972.0
20190707:0900,28.21,54.95,915.0,825.15,165.0,370.2,1.45,178.0,99933.0
20190707:1000,28.73,55.0,955.0,822.14,177.0,375.0,1.86,185.0,99903.0
20190707:1100,29.04,55.35,948.0,834.04,167.0,379.0,2.14,188.0,99844.0
20190707:1200,29.02,56.25,881.0,815.99,163.0,388.6,2.28,188.0,99785.0
20190707:1300,28.99,56.75,769.0,794.2,149.0,395.45,2.41,187.0,99715.0
20190707:1400,28.92,56.9,613.0,734.41,139.0,385.8,2.34,191.0,99676.0
20190707:1500,28.46,58.75,427.0,618.53,128.0,388.6,2.21,194.0,99636.0
20190707:1600,27.77,62.55,235.0,438.39,101.0,384.6,1.79,193.0,99597.0
20190707:1700,27.0,66.25,64.0,144.81,46.0,385.4,1.24,197.0,99597.0
20190707:1800,25.93,74.7,0.0,-0.0,0.0,373.4,0.62,217.0,99587.0
20190707:1900,25.29,76.35,0.0,-0.0,0.0,369.0,0.83,223.0,99617.0
20190707:2000,24.82,79.15,0.0,-0.0,0.0,366.6,0.48,272.0,99626.0
20190707:2100,24.25,81.9,0.0,-0.0,0.0,364.4,0.97,311.0,99666.0
20190707:2200,23.36,84.85,0.0,-0.0,0.0,363.6,1.1,319.0,99577.0
20190707:2300,23.05,86.1,0.0,-0.0,0.0,363.4,1.17,312.0,99617.0
20190708:0000,22.81,87.35,0.0,-0.0,0.0,362.2,1.17,299.0,99567.0
20190708:0100,22.25,87.9,0.0,-0.0,0.0,360.25,1.24,300.0,99577.0
20190708:0200,21.23,90.05,0.0,-0.0,0.0,356.6,1.45,304.0,99577.0
20190708:0300,20.6,90.95,0.0,0.0,0.0,353.4,1.66,307.0,99567.0
20190708:0400,20.92,90.6,119.0,217.39,76.0,352.2,1.66,305.0,99597.0
20190708:0500,24.19,80.8,304.0,490.36,118.0,354.6,1.52,301.0,99646.0
20190708:0600,26.71,67.4,445.0,443.75,200.0,359.2,1.52,297.0,99636.0
20190708:0700,27.94,62.25,653.0,678.58,175.0,368.0,0.48,209.0,99626.0
20190708:0800,29.13,57.5,798.0,753.17,176.0,373.0,1.24,188.0,99666.0
20190708:0900,29.84,55.6,894.0,780.72,185.0,380.0,1.93,177.0,99646.0
20190708:1000,30.18,55.3,942.0,807.9,178.0,386.4,1.93,180.0,99666.0
20190708:1100,29.37,58.7,921.0,775.74,195.0,395.65,0.97,169.0,99656.0
20190708:1200,28.79,61.9,819.0,651.54,246.0,402.85,0.83,113.0,99656.0
20190708:1300,28.99,62.25,711.0,621.61,226.0,397.45,1.03,127.0,99666.0
20190708:1400,29.13,61.45,601.0,705.46,146.0,400.45,1.1,175.0,99686.0
20190708:1500,29.11,61.0,429.0,650.25,115.0,394.6,0.97,182.0,99696.0
20190708:1600,28.69,62.25,227.0,403.24,104.0,389.85,1.24,90.0,99715.0
20190708:1700,27.81,64.4,62.0,137.63,45.0,384.4,2.21,65.0,99735.0
20190708:1800,26.88,65.9,0.0,-0.0,0.0,393.25,1.79,44.0,99814.0
20190708:1900,25.44,77.0,0.0,-0.0,0.0,376.8,0.97,30.0,99913.0
20190708:2000,25.34,74.25,0.0,-0.0,0.0,373.8,0.97,356.0,100012.0
20190708:2100,24.72,76.9,0.0,-0.0,0.0,373.2,1.03,356.0,100051.0
20190708:2200,24.62,76.0,0.0,-0.0,0.0,375.2,0.97,357.0,100012.0
20190708:2300,24.36,76.1,0.0,-0.0,0.0,370.2,0.97,32.0,100002.0
20190709:0000,24.0,75.95,0.0,-0.0,0.0,367.4,0.97,35.0,100032.0
20190709:0100,23.1,79.1,0.0,-0.0,0.0,366.25,1.1,37.0,100022.0
20190709:0200,22.45,81.45,0.0,-0.0,0.0,368.6,1.17,42.0,100041.0
20190709:0300,21.78,83.35,0.0,0.0,0.0,362.4,1.31,36.0,100051.0
20190709:0400,22.11,82.6,111.0,178.51,76.0,358.6,1.1,33.0,100061.0
20190709:0500,24.26,77.55,299.0,468.58,122.0,361.4,0.76,52.0,100091.0
20190709:0600,25.81,63.4,485.0,606.49,151.0,366.0,0.69,122.0,100111.0
20190709:0700,26.61,60.75,659.0,703.91,164.0,370.6,1.17,116.0,100101.0
20190709:0800,27.22,58.85,729.0,550.41,275.0,374.4,1.31,142.0,100091.0
20190709:0900,27.73,58.2,845.0,644.77,260.0,387.6,1.45,157.0,100041.0
20190709:1000,28.32,57.55,931.0,776.74,197.0,391.25,1.59,174.0,99982.0
20190709:1100,28.57,57.55,904.0,730.24,221.0,400.05,1.66,185.0,99933.0
20190709:1200,29.04,56.55,864.0,786.16,173.0,394.05,1.86,187.0,99864.0
20190709:1300,29.0,56.8,750.0,750.24,165.0,396.25,2.0,189.0,99775.0
20190709:1400,28.87,57.25,584.0,640.85,171.0,391.6,1.93,187.0,99706.0
20190709:1500,28.62,58.05,139.0,2.07,138.0,394.25,1.66,191.0,99676.0
20190709:1600,28.15,60.05,209.0,305.61,116.0,396.45,1.31,183.0,99686.0
20190709:1700,27.52,63.2,74.0,260.92,42.0,392.0,0.97,176.0,99686.0
20190709:1800,26.5,71.8,0.0,-0.0,0.0,394.45,0.48,145.0,99715.0
20190709:1900,25.11,80.7,0.0,-0.0,0.0,388.8,0.69,103.0,99804.0
